3,Page URL,Date,Location,Title of Addressee,First Name of Addressee,Last Name of Addressee,Weight,Paid, Amount Due,Notes,Transcriber's Notes
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Wm.,Vanderspigel,14,Y,5:10,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,R.,Smith min.,14,Y,5:10,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Wm.,Davis,14,,5:10,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Wm.,Bridges,8,,3:4,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Wm.,Atwood,8,Y,,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Jno.,Mifflin,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,Capt.,Thos.,Swan,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Jos.,Richardson,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Margt.,Jekyll,7,Y pd. 5 d. short,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,R.,Smith,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Jno.,Mifflin,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Jno.,Pole,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,,Jones & Beddome,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Joseph,Shippen,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,,Logan & Pemberton,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,John,Pole,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,Capt.,James,Russel,7,,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Geo.,Hickon,7,,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,Boston,,Geo.,McCall,7,Y,2:11,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,Cha.,Brockden,,Y,paid,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,Thos.,Gordon,,Y,paid,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,S.,Hazard,,Y,paid,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,Wm.,Bingham,15:16,Y,6:7,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,Peter,Kock,9.16,Y,4.1,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,Js.,Pemberton junr.,9.16,Y,4.1,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,"S,",Hazell Esqr.,9.16,Y,4.1,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,Capt.,John,Wilcocks,9.16,Y,4.1,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,S.,McCall Senr.,6:16,Y,2:10,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,S.,Hazard,6:16,Y,2:10,,
44,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-044,9/8/1748,New York,,Cha.,Willing,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Rees,Meredith,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,James,Pemberton,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,Messrs.,,Strettell,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,I.,Kinsey,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,S.,Neave,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,Capt.,Jos.,Redmond,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,Capt.,Lester,Falkner,6:16,,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Saml.,Crossan,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,S.,McCall senr.,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,S.,Neave,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,,Smith & James,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Wm.,Logan,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Rees,Meredith,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,S.,Neave,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,S.,Hazard,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,R.,Meredith,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Wm.,Vanderspiegel,6:16,Y,2:10,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Arent,Hassert,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,Dr.,,Jenney,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,Revd.,Colin,Campbell,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,J.,Pemberton,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Rees,Meredith,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Thos.,Lloyd,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Xr.,Marshall,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Saml.,Neave,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Thos.,Lightfoot,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,Revd.,,McSturgeon,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Philip,Benezet,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Geo.,Emblen,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Robt.,Moore,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,S.,Sansom,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Edwd.,Dowers,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Wm.,Allen,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Jno.,Norwood,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Jno. Levinus,Clarkson,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Fr.,Richardson,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,James,Scot,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,Messrs.,,Shoemaker,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,Rees,Meredith,3:16,Y,1:7,,
45,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-045,9/8/1748,New York,,,Neale & Smith,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Wm.,Humpreys,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Wm.,Humpreys,3:16,Y,1:7,Do.,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Cha.,Willing,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jos.,Warder,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jno.,Jourdain,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jos.,Shippen,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,James,Steward,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jno.,Faris,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,James,Rodgers,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jno.,Mitchell,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jno.,McAlexander,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,James,Allen,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,Revd.,Adam,Boyd,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,Capt.,Peter,Reeves,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jno.,Martin,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Wm.,Prigg,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jno.,Pole,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jno.,Dobson,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Mark,Aspdin,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Thos.,Magee,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,Capt.,John,Martine,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Saml.,Neave,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,Messrs.,,Shoemaker,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Peter,Robertson,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,Revd.,Wm.,Deane,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,Messrs.,,Shoemaker,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Thos.,Bottom,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,Capt.,,Sibbald,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jno.,Bleakley,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,Messrs.,,Laurence & Elves,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Jno.,Hamilton,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,James,Steward,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Wm.,Jevon,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Cha.,Willing,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Joseph,Groves,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Cha.,Willing,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Wm.,Seymour,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,,Wilks,3:16,,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Js.,Pemberton,3:16,Y,1:7,,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Js.,Pemberton,3:16,Y,1:7,Do.,
46,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-046,9/8/1748,New York,,Wm.,Wordney,3:16,,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Wm.,Jevon,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Js.,Pemberton,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Jos.,Groves,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Peter,Brotherson,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Archd.,Christy,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,S.,McCall Senr.,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Geo.,McCall,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Geo.,McCall,3:16,Y,1:7,Do.,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Jno.,Meas,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,S.,Hazard,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,Capt.,,Lloyd,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Cha.,Willing,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,S.,Hazard,3:16,Y,1:7,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Wm.,Vanderspl.,24,Y,10,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Thos.,Burgess,12,Y,5.0,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,And.,Elliot,9,Y,3:9,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Cha.,Willing,7,Y,2:11,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Jno.,Sober,7,Y,2:11,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Wm.,Collins,6,Y,2:6,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,Messrs.,,Hicks,6,Y,2:6,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Abr.,Usher,6,Y,2:6,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Jno.,Parkinson,6,,2:6,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Wm.,Crabb,6,Y,2:6,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,Capt.,John,Peel,6,,2:6,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,,Allen & Turner,6,Y,2:6,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Edw.,Hicks,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Wm.,V.d Spiegel,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,,Allen & Turner,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Voriall,Chubb,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,N.,Levy,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Peter,Kock,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,R.,Swan,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,,Levy & Franks,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,Capt.,R.,Coffay,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Wm.,Allen Esqr.,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Jno.,Morgan,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,James,Sackett,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,,Levy & Franks,3,Y,1:3,,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,,Levy & Franks,3,Y,1:3,Do.,
47,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-047,9/8/1748,New York,,Abr.,Usher,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,Wm.,Vanderspiegel,3,,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,Robt.,Warren,3,,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,Messrs.,,Strettell,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,Capt.,,Coffey,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,Jonath.,Mifflin,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,Peter,Kock,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,Jno.,Pole,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,S.,Hazzard,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,S.,Hazzard,3,Y,1:3,Do.,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,S.,McCall senr.,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,Peter,Kock,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,Rees,Meredith,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,,N.,Levy,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,New York,Capt.,,Bascombe,3,Y,1:3,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,Trenton,,Francis,Bower,,Y,free,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,Trenton,,S.,Hazard,,Y,free,,
48,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-048,9/8/1748,Way,,Peacock,Bigger,3,Y,1:3,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Wm.,Vanderspiegel,21,Y,8:9,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,Capt.,S.,Allyne,16,,6:8,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Jno.,Bringhurst,14,Y,5:10,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,Capt.,Jos.,Richardson,14,Y,5:10,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,Capt.,Thos.,Francis,14,Y,5:10,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,James,Scot,14,Y,5:10,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,Capt.,Jos.,Richardson,14,Y,5:10,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Wm.,Howell,8,,3:4,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,R.,McKinnen,8,Y,3:4,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Isaac,Griffitts,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Simon,Pease,7,,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Wm.,Day,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Wm.,Davis,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Jno.,Pole,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Wm.,Davis,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,John,Sober,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,Capt.,John,Morrison,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,John,Mifflin,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,Capt.,Dan.,Dole,7,,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Richd.,Smith Minor,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,S.,McCall junr.,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Jno.,Mifflin,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Wm.,Vanderspiegel,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Isaac,Griffitts,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,Capt.,,Arthur senr.,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Isaac,Griffitts,7,Y,2:11,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Rees,Meredith,7:16,Y,3:3,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Saml.,Neave,7:16,Y,3:3,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Jonath.,Mifflin,7:16,Y,3:3,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,Js.,Pemberton,7:16,Y,3:3,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,,Allen & Turner,7:16,Y,3:3,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,Boston,,,Allen & Turner,7:16,Y,3:3,Ditto,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,New York,,Rebecca,Dickinson,21.16,Y,9:1,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,New York,,Wm.,Morris,6:16,,2:10,Fordd. to Trenton,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,New York,,Jonath.,Raymond,6:16,,2:10,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,New York,,Hugh,Davy,6:16,Y,2:10,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,New York,Capt.,"Thos,",Stovel,6:16,,2:10,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,New York,,Jos.,Richardson,6:16,Y,2:10,,
49,https://diglib.amphilsoc.org/islandora/object/franklin-postal-book-049,9/14/1748,New York,,Sam.,MCall,6:16,Y,2:10,,
